id,location_id,store_name,period_start,period_end,guests_per_negative,loaded_at
255,112-0006,Wichita Falls (TX),2025-11-27,2025-12-31,1223.78,2026-04-03T19:22:18.585506+00:00
256,112-0006,Wichita Falls (TX),2026-01-01,2026-01-28,1589.4,2026-04-03T19:22:18.585506+00:00
257,112-0006,Wichita Falls (TX),2026-01-29,2026-02-25,799.5,2026-04-03T19:22:18.585506+00:00
258,112-0006,Wichita Falls (TX),2026-02-26,2026-03-25,830.23,2026-04-03T19:22:18.585506+00:00
259,112-0006,Wichita Falls (TX),2026-03-26,2026-04-22,769.5,2026-04-03T19:22:18.585506+00:00
260,112-0007,"Gainesville, TX",2022-12-29,2023-01-25,10153.0,2026-04-03T19:22:18.585506+00:00
261,112-0007,"Gainesville, TX",2023-01-26,2023-02-22,4614.5,2026-04-03T19:22:18.585506+00:00
262,112-0007,"Gainesville, TX",2023-02-23,2023-03-22,2639.25,2026-04-03T19:22:18.585506+00:00
263,112-0007,"Gainesville, TX",2023-03-23,2023-04-19,3303.0,2026-04-03T19:22:18.585506+00:00
264,112-0007,"Gainesville, TX",2023-04-20,2023-05-17,1798.6,2026-04-03T19:22:18.585506+00:00
265,112-0007,"Gainesville, TX",2023-05-18,2023-06-14,1966.2,2026-04-03T19:22:18.585506+00:00
266,112-0007,"Gainesville, TX",2023-06-15,2023-07-12,1885.4,2026-04-03T19:22:18.585506+00:00
267,112-0007,"Gainesville, TX",2023-07-13,2023-08-09,2449.25,2026-04-03T19:22:18.585506+00:00
268,112-0007,"Gainesville, TX",2023-08-10,2023-09-06,2154.25,2026-04-03T19:22:18.585506+00:00
269,112-0007,"Gainesville, TX",2023-09-07,2023-10-04,7933.0,2026-04-03T19:22:18.585506+00:00
270,112-0007,"Gainesville, TX",2023-10-05,2023-11-01,4071.0,2026-04-03T19:22:18.585506+00:00
271,112-0007,"Gainesville, TX",2023-11-02,2023-11-29,8461.0,2026-04-03T19:22:18.585506+00:00
272,112-0007,"Gainesville, TX",2023-11-30,2023-12-27,7914.0,2026-04-03T19:22:18.585506+00:00
273,112-0007,"Gainesville, TX",2023-12-28,2024-01-24,1980.25,2026-04-03T19:22:18.585506+00:00
274,112-0007,"Gainesville, TX",2024-01-25,2024-02-21,8178.0,2026-04-03T19:22:18.585506+00:00
275,112-0007,"Gainesville, TX",2024-02-22,2024-03-20,3334.67,2026-04-03T19:22:18.585506+00:00
276,112-0007,"Gainesville, TX",2024-03-21,2024-04-17,9785.0,2026-04-03T19:22:18.585506+00:00
277,112-0007,"Gainesville, TX",2024-04-18,2024-05-15,1898.4,2026-04-03T19:22:18.585506+00:00
278,112-0007,"Gainesville, TX",2024-05-16,2024-06-12,3282.33,2026-04-03T19:22:18.585506+00:00
279,112-0007,"Gainesville, TX",2024-06-13,2024-07-10,2586.75,2026-04-03T19:22:18.585506+00:00
280,112-0007,"Gainesville, TX",2024-07-11,2024-08-07,2484.0,2026-04-03T19:22:18.585506+00:00
281,112-0007,"Gainesville, TX",2024-08-08,2024-09-04,2179.25,2026-04-03T19:22:18.585506+00:00
282,112-0007,"Gainesville, TX",2024-09-05,2024-10-02,4268.5,2026-04-03T19:22:18.585506+00:00
283,112-0007,"Gainesville, TX",2024-10-03,2024-10-30,8201.0,2026-04-03T19:22:18.585506+00:00
284,112-0007,"Gainesville, TX",2024-10-31,2024-11-27,2658.67,2026-04-03T19:22:18.585506+00:00
285,112-0007,"Gainesville, TX",2024-11-28,2024-12-25,2370.0,2026-04-03T19:22:18.585506+00:00
286,112-0007,"Gainesville, TX",2024-12-26,2025-01-22,6835.0,2026-04-03T19:22:18.585506+00:00
287,112-0007,"Gainesville, TX",2025-01-23,2025-02-19,960.14,2026-04-03T19:22:18.585506+00:00
288,112-0007,"Gainesville, TX",2025-02-20,2025-03-19,831.5,2026-04-03T19:22:18.585506+00:00
289,112-0007,"Gainesville, TX",2025-03-20,2025-04-16,547.2,2026-04-03T19:22:18.585506+00:00
290,112-0007,"Gainesville, TX",2025-04-17,2025-05-14,1288.0,2026-04-03T19:22:18.585506+00:00
291,112-0007,"Gainesville, TX",2025-05-15,2025-06-11,606.21,2026-04-03T19:22:18.585506+00:00
292,112-0007,"Gainesville, TX",2025-06-12,2025-07-09,1459.5,2026-04-03T19:22:18.585506+00:00
293,112-0007,"Gainesville, TX",2025-07-10,2025-08-06,451.22,2026-04-03T19:22:18.585506+00:00
294,112-0007,"Gainesville, TX",2025-08-07,2025-09-03,505.79,2026-04-03T19:22:18.585506+00:00
295,112-0007,"Gainesville, TX",2025-09-04,2025-10-01,635.5,2026-04-03T19:22:18.585506+00:00
296,112-0007,"Gainesville, TX",2025-10-02,2025-10-29,710.78,2026-04-03T19:22:18.585506+00:00
297,112-0007,"Gainesville, TX",2025-10-30,2025-11-26,928.57,2026-04-03T19:22:18.585506+00:00
298,112-0007,"Gainesville, TX",2025-11-27,2025-12-31,1046.71,2026-04-03T19:22:18.585506+00:00
299,112-0007,"Gainesville, TX",2026-01-01,2026-01-28,1613.33,2026-04-03T19:22:18.585506+00:00
300,112-0007,"Gainesville, TX",2026-01-29,2026-02-25,1425.5,2026-04-03T19:22:18.585506+00:00
301,112-0007,"Gainesville, TX",2026-02-26,2026-03-25,1012.86,2026-04-03T19:22:18.585506+00:00
302,112-0007,"Gainesville, TX",2026-03-26,2026-04-22,1821.0,2026-04-03T19:22:18.585506+00:00
303,112-0008,"Lufkin, TX",2023-06-15,2023-07-12,794.43,2026-04-03T19:22:18.585506+00:00
304,112-0008,"Lufkin, TX",2023-07-13,2023-08-09,1075.44,2026-04-03T19:22:18.585506+00:00
305,112-0008,"Lufkin, TX",2023-08-10,2023-09-06,2150.8,2026-04-03T19:22:18.585506+00:00
306,112-0008,"Lufkin, TX",2023-09-07,2023-10-04,3088.33,2026-04-03T19:22:18.585506+00:00
307,112-0008,"Lufkin, TX",2023-10-05,2023-11-01,2557.33,2026-04-03T19:22:18.585506+00:00
308,112-0008,"Lufkin, TX",2023-11-02,2023-11-29,2774.4,2026-04-03T19:22:18.585506+00:00
309,112-0008,"Lufkin, TX",2023-11-30,2023-12-27,2672.6,2026-04-03T19:22:18.585506+00:00
310,112-0008,"Lufkin, TX",2023-12-28,2024-01-24,5648.5,2026-04-03T19:22:18.585506+00:00
311,112-0008,"Lufkin, TX",2024-01-25,2024-02-21,3032.5,2026-04-03T19:22:18.585506+00:00
312,112-0008,"Lufkin, TX",2024-02-22,2024-03-20,4355.0,2026-04-03T19:22:18.585506+00:00
313,112-0008,"Lufkin, TX",2024-03-21,2024-04-17,6188.0,2026-04-03T19:22:18.585506+00:00
314,112-0008,"Lufkin, TX",2024-04-18,2024-05-15,2311.8,2026-04-03T19:22:18.585506+00:00
315,112-0008,"Lufkin, TX",2024-05-16,2024-06-12,3974.67,2026-04-03T19:22:18.585506+00:00
316,112-0008,"Lufkin, TX",2024-06-13,2024-07-10,3802.0,2026-04-03T19:22:18.585506+00:00
317,112-0008,"Lufkin, TX",2024-07-11,2024-08-07,1962.83,2026-04-03T19:22:18.585506+00:00
318,112-0008,"Lufkin, TX",2024-08-08,2024-09-04,10726.0,2026-04-03T19:22:18.585506+00:00
319,112-0008,"Lufkin, TX",2024-09-05,2024-10-02,2628.75,2026-04-03T19:22:18.585506+00:00
320,112-0008,"Lufkin, TX",2024-10-03,2024-10-30,9737.0,2026-04-03T19:22:18.585506+00:00
321,112-0008,"Lufkin, TX",2024-10-31,2024-11-27,3572.0,2026-04-03T19:22:18.585506+00:00
322,112-0008,"Lufkin, TX",2024-11-28,2024-12-25,9970.0,2026-04-03T19:22:18.585506+00:00
323,112-0008,"Lufkin, TX",2024-12-26,2025-01-22,9075.0,2026-04-03T19:22:18.585506+00:00
324,112-0008,"Lufkin, TX",2025-01-23,2025-02-19,1292.86,2026-04-03T19:22:18.585506+00:00
325,112-0008,"Lufkin, TX",2025-02-20,2025-03-19,2188.2,2026-04-03T19:22:18.585506+00:00
326,112-0008,"Lufkin, TX",2025-03-20,2025-04-16,2636.75,2026-04-03T19:22:18.585506+00:00
327,112-0008,"Lufkin, TX",2025-04-17,2025-05-14,3438.67,2026-04-03T19:22:18.585506+00:00
328,112-0008,"Lufkin, TX",2025-05-15,2025-06-11,1862.17,2026-04-03T19:22:18.585506+00:00
329,112-0008,"Lufkin, TX",2025-06-12,2025-07-09,2740.25,2026-04-03T19:22:18.585506+00:00
330,112-0008,"Lufkin, TX",2025-07-10,2025-08-06,5437.5,2026-04-03T19:22:18.585506+00:00
331,112-0008,"Lufkin, TX",2025-08-07,2025-09-03,1217.88,2026-04-03T19:22:18.585506+00:00
332,112-0008,"Lufkin, TX",2025-09-04,2025-10-01,807.42,2026-04-03T19:22:18.585506+00:00
333,112-0008,"Lufkin, TX",2025-10-02,2025-10-29,1550.83,2026-04-03T19:22:18.585506+00:00
334,112-0008,"Lufkin, TX",2025-10-30,2025-11-26,9864.0,2026-04-03T19:22:18.585506+00:00
335,112-0008,"Lufkin, TX",2025-11-27,2025-12-31,1407.63,2026-04-03T19:22:18.585506+00:00
336,112-0008,"Lufkin, TX",2026-01-01,2026-01-28,4088.5,2026-04-03T19:22:18.585506+00:00
337,112-0008,"Lufkin, TX",2026-01-29,2026-02-25,1989.4,2026-04-03T19:22:18.585506+00:00
338,112-0008,"Lufkin, TX",2026-02-26,2026-03-25,1567.0,2026-04-03T19:22:18.585506+00:00
339,112-0008,"Lufkin, TX",2026-03-26,2026-04-22,2997.0,2026-04-03T19:22:18.585506+00:00
340,112-0009,Nacogdoches (TX),2023-09-07,2023-10-04,2557.0,2026-04-03T19:22:18.585506+00:00
341,112-0009,Nacogdoches (TX),2023-10-05,2023-11-01,1334.38,2026-04-03T19:22:18.585506+00:00
342,112-0009,Nacogdoches (TX),2023-11-02,2023-11-29,2155.13,2026-04-03T19:22:18.585506+00:00
343,112-0009,Nacogdoches (TX),2023-11-30,2023-12-27,3764.75,2026-04-03T19:22:18.585506+00:00
344,112-0009,Nacogdoches (TX),2023-12-28,2024-01-24,3162.75,2026-04-03T19:22:18.585506+00:00
345,112-0009,Nacogdoches (TX),2024-01-25,2024-02-21,13785.0,2026-04-03T19:22:18.585506+00:00
346,112-0009,Nacogdoches (TX),2024-02-22,2024-03-20,14148.0,2026-04-03T19:22:18.585506+00:00
347,112-0009,Nacogdoches (TX),2024-03-21,2024-04-17,3555.25,2026-04-03T19:22:18.585506+00:00
348,112-0009,Nacogdoches (TX),2024-04-18,2024-05-15,13992.0,2026-04-03T19:22:18.585506+00:00
349,112-0009,Nacogdoches (TX),2024-05-16,2024-06-12,5910.5,2026-04-03T19:22:18.585506+00:00
350,112-0009,Nacogdoches (TX),2024-06-13,2024-07-10,10885.0,2026-04-03T19:22:18.585506+00:00
351,112-0009,Nacogdoches (TX),2024-07-11,2024-08-07,2070.4,2026-04-03T19:22:18.585506+00:00
352,112-0009,Nacogdoches (TX),2024-08-08,2024-09-04,5592.0,2026-04-03T19:22:18.585506+00:00
353,112-0009,Nacogdoches (TX),2024-09-05,2024-10-02,11650.0,2026-04-03T19:22:18.585506+00:00
354,112-0009,Nacogdoches (TX),2024-10-03,2024-10-30,3767.67,2026-04-03T19:22:18.585506+00:00
355,112-0009,Nacogdoches (TX),2024-10-31,2024-11-27,5757.5,2026-04-03T19:22:18.585506+00:00
356,112-0009,Nacogdoches (TX),2024-11-28,2024-12-25,8998.0,2026-04-03T19:22:18.585506+00:00
357,112-0009,Nacogdoches (TX),2024-12-26,2025-01-22,1692.2,2026-04-03T19:22:18.585506+00:00
358,112-0009,Nacogdoches (TX),2025-01-23,2025-02-19,4634.5,2026-04-03T19:22:18.585506+00:00
359,112-0009,Nacogdoches (TX),2025-02-20,2025-03-19,5523.0,2026-04-03T19:22:18.585506+00:00
360,112-0009,Nacogdoches (TX),2025-03-20,2025-04-16,3861.67,2026-04-03T19:22:18.585506+00:00
361,112-0009,Nacogdoches (TX),2025-04-17,2025-05-14,2139.8,2026-04-03T19:22:18.585506+00:00
362,112-0009,Nacogdoches (TX),2025-05-15,2025-06-11,1940.6,2026-04-03T19:22:18.585506+00:00
363,112-0009,Nacogdoches (TX),2025-06-12,2025-07-09,1589.5,2026-04-03T19:22:18.585506+00:00
364,112-0009,Nacogdoches (TX),2025-07-10,2025-08-06,4706.0,2026-04-03T19:22:18.585506+00:00
365,112-0009,Nacogdoches (TX),2025-08-07,2025-09-03,4749.0,2026-04-03T19:22:18.585506+00:00
366,112-0009,Nacogdoches (TX),2025-09-04,2025-10-01,2004.2,2026-04-03T19:22:18.585506+00:00
367,112-0009,Nacogdoches (TX),2025-10-02,2025-10-29,2433.25,2026-04-03T19:22:18.585506+00:00
368,112-0009,Nacogdoches (TX),2025-10-30,2025-11-26,3126.67,2026-04-03T19:22:18.585506+00:00
369,112-0009,Nacogdoches (TX),2025-11-27,2025-12-31,5104.5,2026-04-03T19:22:18.585506+00:00
370,112-0009,Nacogdoches (TX),2026-01-01,2026-01-28,1347.33,2026-04-03T19:22:18.585506+00:00
371,112-0009,Nacogdoches (TX),2026-01-29,2026-02-25,9536.0,2026-04-03T19:22:18.585506+00:00
372,112-0009,Nacogdoches (TX),2026-02-26,2026-03-25,3283.67,2026-04-03T19:22:18.585506+00:00
373,112-0009,Nacogdoches (TX),2026-03-26,2026-04-22,2792.0,2026-04-03T19:22:18.585506+00:00
374,112-0010,Little Elm (TX),2024-04-18,2024-05-15,1434.0,2026-04-03T19:22:18.585506+00:00
375,112-0010,Little Elm (TX),2024-05-16,2024-06-12,755.55,2026-04-03T19:22:18.585506+00:00
376,112-0010,Little Elm (TX),2024-06-13,2024-07-10,595.85,2026-04-03T19:22:18.585506+00:00
377,112-0010,Little Elm (TX),2024-07-11,2024-08-07,1039.18,2026-04-03T19:22:18.585506+00:00
378,112-0010,Little Elm (TX),2024-08-08,2024-09-04,947.18,2026-04-03T19:22:18.585506+00:00
379,112-0010,Little Elm (TX),2024-09-05,2024-10-02,1946.6,2026-04-03T19:22:18.585506+00:00
380,112-0010,Little Elm (TX),2024-10-03,2024-10-30,3040.67,2026-04-03T19:22:18.585506+00:00
381,112-0010,Little Elm (TX),2024-10-31,2024-11-27,2861.33,2026-04-03T19:22:18.585506+00:00
382,112-0010,Little Elm (TX),2024-11-28,2024-12-25,1245.67,2026-04-03T19:22:18.585506+00:00
383,112-0010,Little Elm (TX),2024-12-26,2025-01-22,721.6,2026-04-03T19:22:18.585506+00:00
384,112-0010,Little Elm (TX),2025-01-23,2025-02-19,570.31,2026-04-03T19:22:18.585506+00:00
385,112-0010,Little Elm (TX),2025-02-20,2025-03-19,385.62,2026-04-03T19:22:18.585506+00:00
386,112-0010,Little Elm (TX),2025-03-20,2025-04-16,629.29,2026-04-03T19:22:18.585506+00:00
387,112-0010,Little Elm (TX),2025-04-17,2025-05-14,1387.17,2026-04-03T19:22:18.585506+00:00
388,112-0010,Little Elm (TX),2025-05-15,2025-06-11,449.82,2026-04-03T19:22:18.585506+00:00
389,112-0010,Little Elm (TX),2025-06-12,2025-07-09,591.08,2026-04-03T19:22:18.585506+00:00
390,112-0010,Little Elm (TX),2025-07-10,2025-08-06,242.44,2026-04-03T19:22:18.585506+00:00
391,112-0010,Little Elm (TX),2025-08-07,2025-09-03,138.83,2026-04-03T19:22:18.585506+00:00
392,112-0010,Little Elm (TX),2025-09-04,2025-10-01,287.18,2026-04-03T19:22:18.585506+00:00
393,112-0010,Little Elm (TX),2025-10-02,2025-10-29,557.82,2026-04-03T19:22:18.585506+00:00
394,112-0010,Little Elm (TX),2025-10-30,2025-11-26,244.68,2026-04-03T19:22:18.585506+00:00
395,112-0010,Little Elm (TX),2025-11-27,2025-12-31,377.89,2026-04-03T19:22:18.585506+00:00
396,112-0010,Little Elm (TX),2026-01-01,2026-01-28,672.22,2026-04-03T19:22:18.585506+00:00
397,112-0010,Little Elm (TX),2026-01-29,2026-02-25,475.13,2026-04-03T19:22:18.585506+00:00
398,112-0010,Little Elm (TX),2026-02-26,2026-03-25,651.83,2026-04-03T19:22:18.585506+00:00
399,112-0010,Little Elm (TX),2026-03-26,2026-04-22,311.14,2026-04-03T19:22:18.585506+00:00
400,112-0011,Princeton (TX),2024-01-25,2024-02-21,384.23,2026-04-03T19:22:18.585506+00:00
401,112-0011,Princeton (TX),2024-02-22,2024-03-20,481.54,2026-04-03T19:22:18.585506+00:00
402,112-0011,Princeton (TX),2024-03-21,2024-04-17,729.95,2026-04-03T19:22:18.585506+00:00
403,112-0011,Princeton (TX),2024-04-18,2024-05-15,1577.75,2026-04-03T19:22:18.585506+00:00
404,112-0011,Princeton (TX),2024-05-16,2024-06-12,4065.67,2026-04-03T19:22:18.585506+00:00
405,112-0011,Princeton (TX),2024-06-13,2024-07-10,2750.75,2026-04-03T19:22:18.585506+00:00
406,112-0011,Princeton (TX),2024-07-11,2024-08-07,1141.22,2026-04-03T19:22:18.585506+00:00
407,112-0011,Princeton (TX),2024-08-08,2024-09-04,1197.13,2026-04-03T19:22:18.585506+00:00
408,112-0011,Princeton (TX),2024-09-05,2024-10-02,1404.57,2026-04-03T19:22:18.585506+00:00
409,112-0011,Princeton (TX),2024-10-03,2024-10-30,2417.5,2026-04-03T19:22:18.585506+00:00
410,112-0011,Princeton (TX),2024-10-31,2024-11-27,3183.0,2026-04-03T19:22:18.585506+00:00
411,112-0011,Princeton (TX),2024-11-28,2024-12-25,4136.0,2026-04-03T19:22:18.585506+00:00
412,112-0011,Princeton (TX),2024-12-26,2025-01-22,4056.0,2026-04-03T19:22:18.585506+00:00
413,112-0011,Princeton (TX),2025-01-23,2025-02-19,1003.44,2026-04-03T19:22:18.585506+00:00
414,112-0011,Princeton (TX),2025-02-20,2025-03-19,1173.33,2026-04-03T19:22:18.585506+00:00
415,112-0011,Princeton (TX),2025-03-20,2025-04-16,792.08,2026-04-03T19:22:18.585506+00:00
416,112-0011,Princeton (TX),2025-04-17,2025-05-14,699.53,2026-04-03T19:22:18.585506+00:00
417,112-0011,Princeton (TX),2025-05-15,2025-06-11,1331.88,2026-04-03T19:22:18.585506+00:00
418,112-0011,Princeton (TX),2025-06-12,2025-07-09,1104.78,2026-04-03T19:22:18.585506+00:00
419,112-0011,Princeton (TX),2025-07-10,2025-08-06,1932.0,2026-04-03T19:22:18.585506+00:00
420,112-0011,Princeton (TX),2025-08-07,2025-09-03,935.0,2026-04-03T19:22:18.585506+00:00
421,112-0011,Princeton (TX),2025-09-04,2025-10-01,1320.29,2026-04-03T19:22:18.585506+00:00
422,112-0011,Princeton (TX),2025-10-02,2025-10-29,1649.0,2026-04-03T19:22:18.585506+00:00
423,112-0011,Princeton (TX),2025-10-30,2025-11-26,3883.0,2026-04-03T19:22:18.585506+00:00
424,112-0011,Princeton (TX),2025-11-27,2025-12-31,1232.86,2026-04-03T19:22:18.585506+00:00
425,112-0011,Princeton (TX),2026-01-01,2026-01-28,1294.2,2026-04-03T19:22:18.585506+00:00
426,112-0011,Princeton (TX),2026-01-29,2026-02-25,591.92,2026-04-03T19:22:18.585506+00:00
427,112-0011,Princeton (TX),2026-02-26,2026-03-25,782.0,2026-04-03T19:22:18.585506+00:00
428,112-0011,Princeton (TX),2026-03-26,2026-04-22,594.5,2026-04-03T19:22:18.585506+00:00
429,112-0012,Amelia (OH),2022-12-29,2023-01-25,10803.0,2026-04-03T19:22:18.585506+00:00
430,112-0012,Amelia (OH),2023-01-26,2023-02-22,6012.0,2026-04-03T19:22:18.585506+00:00
431,112-0012,Amelia (OH),2023-02-23,2023-03-22,4266.67,2026-04-03T19:22:18.585506+00:00
432,112-0012,Amelia (OH),2023-03-23,2023-04-19,6547.0,2026-04-03T19:22:18.585506+00:00
433,112-0012,Amelia (OH),2023-04-20,2023-05-17,4373.0,2026-04-03T19:22:18.585506+00:00
434,112-0012,Amelia (OH),2023-05-18,2023-06-14,1891.71,2026-04-03T19:22:18.585506+00:00
435,112-0012,Amelia (OH),2023-06-15,2023-07-12,12354.0,2026-04-03T19:22:18.585506+00:00
436,112-0012,Amelia (OH),2023-07-13,2023-08-09,6202.0,2026-04-03T19:22:18.585506+00:00
437,112-0012,Amelia (OH),2023-08-10,2023-09-06,11974.0,2026-04-03T19:22:18.585506+00:00
438,112-0012,Amelia (OH),2023-09-07,2023-10-04,5808.5,2026-04-03T19:22:18.585506+00:00
439,112-0012,Amelia (OH),2023-10-05,2023-11-01,11209.0,2026-04-03T19:22:18.585506+00:00
440,112-0012,Amelia (OH),2023-11-02,2023-11-29,11057.0,2026-04-03T19:22:18.585506+00:00
441,112-0012,Amelia (OH),2023-11-30,2023-12-27,11083.0,2026-04-03T19:22:18.585506+00:00
442,112-0012,Amelia (OH),2023-12-28,2024-01-24,3264.67,2026-04-03T19:22:18.585506+00:00
443,112-0012,Amelia (OH),2024-01-25,2024-02-21,3730.0,2026-04-03T19:22:18.585506+00:00
444,112-0012,Amelia (OH),2024-02-22,2024-03-20,3046.5,2026-04-03T19:22:18.585506+00:00
445,112-0012,Amelia (OH),2024-03-21,2024-04-17,2041.33,2026-04-03T19:22:18.585506+00:00
446,112-0012,Amelia (OH),2024-04-18,2024-05-15,2095.0,2026-04-03T19:22:18.585506+00:00
447,112-0012,Amelia (OH),2024-05-16,2024-06-12,797.14,2026-04-03T19:22:18.585506+00:00
448,112-0012,Amelia (OH),2024-06-13,2024-07-10,963.25,2026-04-03T19:22:18.585506+00:00
449,112-0012,Amelia (OH),2024-07-11,2024-08-07,1336.38,2026-04-03T19:22:18.585506+00:00
450,112-0012,Amelia (OH),2024-08-08,2024-09-04,898.55,2026-04-03T19:22:18.585506+00:00
451,112-0012,Amelia (OH),2024-09-05,2024-10-02,681.14,2026-04-03T19:22:18.585506+00:00
452,112-0012,Amelia (OH),2024-10-03,2024-10-30,1821.0,2026-04-03T19:22:18.585506+00:00
453,112-0012,Amelia (OH),2024-10-31,2024-11-27,744.83,2026-04-03T19:22:18.585506+00:00
454,112-0012,Amelia (OH),2024-11-28,2024-12-25,511.5,2026-04-03T19:22:18.585506+00:00
455,112-0012,Amelia (OH),2024-12-26,2025-01-22,349.36,2026-04-03T19:22:18.585506+00:00
456,112-0012,Amelia (OH),2025-01-23,2025-02-19,683.83,2026-04-03T19:22:18.585506+00:00
457,112-0012,Amelia (OH),2025-02-20,2025-03-19,563.29,2026-04-03T19:22:18.585506+00:00
458,112-0012,Amelia (OH),2025-03-20,2025-04-16,832.17,2026-04-03T19:22:18.585506+00:00
459,112-0012,Amelia (OH),2025-04-17,2025-05-14,1464.71,2026-04-03T19:22:18.585506+00:00
460,112-0012,Amelia (OH),2025-05-15,2025-06-11,1812.5,2026-04-03T19:22:18.585506+00:00
461,112-0012,Amelia (OH),2025-06-12,2025-07-09,720.71,2026-04-03T19:22:18.585506+00:00
462,112-0012,Amelia (OH),2025-07-10,2025-08-06,1144.63,2026-04-03T19:22:18.585506+00:00
463,112-0012,Amelia (OH),2025-08-07,2025-09-03,582.6,2026-04-03T19:22:18.585506+00:00
464,112-0012,Amelia (OH),2025-09-04,2025-10-01,539.47,2026-04-03T19:22:18.585506+00:00
465,112-0012,Amelia (OH),2025-10-02,2025-10-29,594.85,2026-04-03T19:22:18.585506+00:00
466,112-0012,Amelia (OH),2025-10-30,2025-11-26,769.7,2026-04-03T19:22:18.585506+00:00
467,112-0012,Amelia (OH),2025-11-27,2025-12-31,842.4,2026-04-03T19:22:18.585506+00:00
468,112-0012,Amelia (OH),2026-01-01,2026-01-28,1388.2,2026-04-03T19:22:18.585506+00:00
469,112-0012,Amelia (OH),2026-01-29,2026-02-25,419.72,2026-04-03T19:22:18.585506+00:00
470,112-0012,Amelia (OH),2026-02-26,2026-03-25,736.75,2026-04-03T19:22:18.585506+00:00
471,112-0012,Amelia (OH),2026-03-26,2026-04-22,1193.0,2026-04-03T19:22:18.585506+00:00
472,112-0013,Milford (OH),2022-12-29,2023-01-25,3319.33,2026-04-03T19:22:18.585506+00:00
473,112-0013,Milford (OH),2023-01-26,2023-02-22,1793.5,2026-04-03T19:22:18.585506+00:00
474,112-0013,Milford (OH),2023-02-23,2023-03-22,1898.17,2026-04-03T19:22:18.585506+00:00
475,112-0013,Milford (OH),2023-03-23,2023-04-19,2806.0,2026-04-03T19:22:18.585506+00:00
476,112-0013,Milford (OH),2023-04-20,2023-05-17,1377.0,2026-04-03T19:22:18.585506+00:00
477,112-0013,Milford (OH),2023-05-18,2023-06-14,1868.33,2026-04-03T19:22:18.585506+00:00
478,112-0013,Milford (OH),2023-06-15,2023-07-12,1704.5,2026-04-03T19:22:18.585506+00:00
479,112-0013,Milford (OH),2023-07-13,2023-08-09,3703.67,2026-04-03T19:22:18.585506+00:00
480,112-0013,Milford (OH),2023-08-10,2023-09-06,5135.5,2026-04-03T19:22:18.585506+00:00
481,112-0013,Milford (OH),2023-09-07,2023-10-04,10538.0,2026-04-03T19:22:18.585506+00:00
482,112-0013,Milford (OH),2023-10-05,2023-11-01,2039.0,2026-04-03T19:22:18.585506+00:00
483,112-0013,Milford (OH),2023-11-02,2023-11-29,4979.5,2026-04-03T19:22:18.585506+00:00
484,112-0013,Milford (OH),2023-11-30,2023-12-27,3249.0,2026-04-03T19:22:18.585506+00:00
485,112-0013,Milford (OH),2023-12-28,2024-01-24,9049.0,2026-04-03T19:22:18.585506+00:00
486,112-0013,Milford (OH),2024-01-25,2024-02-21,2046.2,2026-04-03T19:22:18.585506+00:00
487,112-0013,Milford (OH),2024-02-22,2024-03-20,3581.67,2026-04-03T19:22:18.585506+00:00
488,112-0013,Milford (OH),2024-03-21,2024-04-17,5726.0,2026-04-03T19:22:18.585506+00:00
489,112-0013,Milford (OH),2024-04-18,2024-05-15,2827.5,2026-04-03T19:22:18.585506+00:00
490,112-0013,Milford (OH),2024-05-16,2024-06-12,3790.33,2026-04-03T19:22:18.585506+00:00
491,112-0013,Milford (OH),2024-06-13,2024-07-10,2630.0,2026-04-03T19:22:18.585506+00:00
492,112-0013,Milford (OH),2024-07-11,2024-08-07,1965.67,2026-04-03T19:22:18.585506+00:00
493,112-0013,Milford (OH),2024-08-08,2024-09-04,9999.0,2026-04-03T19:22:18.585506+00:00
494,112-0013,Milford (OH),2024-09-05,2024-10-02,4928.5,2026-04-03T19:22:18.585506+00:00
495,112-0013,Milford (OH),2024-10-03,2024-10-30,1934.0,2026-04-03T19:22:18.585506+00:00
496,112-0013,Milford (OH),2024-10-31,2024-11-27,9549.0,2026-04-03T19:22:18.585506+00:00
497,112-0013,Milford (OH),2024-11-28,2024-12-25,1485.67,2026-04-03T19:22:18.585506+00:00
498,112-0013,Milford (OH),2024-12-26,2025-01-22,2945.0,2026-04-03T19:22:18.585506+00:00
499,112-0013,Milford (OH),2025-01-23,2025-02-19,1487.67,2026-04-03T19:22:18.585506+00:00
500,112-0013,Milford (OH),2025-02-20,2025-03-19,1131.33,2026-04-03T19:22:18.585506+00:00
501,112-0013,Milford (OH),2025-03-20,2025-04-16,1324.5,2026-04-03T19:22:18.585506+00:00
502,112-0013,Milford (OH),2025-04-17,2025-05-14,439.41,2026-04-03T19:22:18.916361+00:00
503,112-0013,Milford (OH),2025-05-15,2025-06-11,690.64,2026-04-03T19:22:18.916361+00:00
504,112-0013,Milford (OH),2025-06-12,2025-07-09,1198.88,2026-04-03T19:22:18.916361+00:00
505,112-0013,Milford (OH),2025-07-10,2025-08-06,969.9,2026-04-03T19:22:18.916361+00:00
506,112-0013,Milford (OH),2025-08-07,2025-09-03,509.0,2026-04-03T19:22:18.916361+00:00
507,112-0013,Milford (OH),2025-09-04,2025-10-01,1168.0,2026-04-03T19:22:18.916361+00:00
508,112-0013,Milford (OH),2025-10-02,2025-10-29,852.5,2026-04-03T19:22:18.916361+00:00
