id,location_id,store_name,period_start,period_end,guests_per_negative,loaded_at
509,112-0013,Milford (OH),2025-10-30,2025-11-26,1763.2,2026-04-03T19:22:18.916361+00:00
510,112-0013,Milford (OH),2025-11-27,2025-12-31,1493.83,2026-04-03T19:22:18.916361+00:00
511,112-0013,Milford (OH),2026-01-01,2026-01-28,1511.4,2026-04-03T19:22:18.916361+00:00
512,112-0013,Milford (OH),2026-01-29,2026-02-25,1704.2,2026-04-03T19:22:18.916361+00:00
513,112-0013,Milford (OH),2026-02-26,2026-03-25,735.5,2026-04-03T19:22:18.916361+00:00
514,112-0013,Milford (OH),2026-03-26,2026-04-22,873.0,2026-04-03T19:22:18.916361+00:00
515,112-0014,Cincinnati - Winton Rd (OH),2022-12-29,2023-01-25,1615.0,2026-04-03T19:22:18.916361+00:00
516,112-0014,Cincinnati - Winton Rd (OH),2023-01-26,2023-02-22,11447.0,2026-04-03T19:22:18.916361+00:00
517,112-0014,Cincinnati - Winton Rd (OH),2023-02-23,2023-03-22,3188.5,2026-04-03T19:22:18.916361+00:00
518,112-0014,Cincinnati - Winton Rd (OH),2023-03-23,2023-04-19,1365.56,2026-04-03T19:22:18.916361+00:00
519,112-0014,Cincinnati - Winton Rd (OH),2023-04-20,2023-05-17,3159.5,2026-04-03T19:22:18.916361+00:00
520,112-0014,Cincinnati - Winton Rd (OH),2023-05-18,2023-06-14,1162.18,2026-04-03T19:22:18.916361+00:00
521,112-0014,Cincinnati - Winton Rd (OH),2023-06-15,2023-07-12,1289.67,2026-04-03T19:22:18.916361+00:00
522,112-0014,Cincinnati - Winton Rd (OH),2023-07-13,2023-08-09,1620.86,2026-04-03T19:22:18.916361+00:00
523,112-0014,Cincinnati - Winton Rd (OH),2023-08-10,2023-09-06,661.19,2026-04-03T19:22:18.916361+00:00
524,112-0014,Cincinnati - Winton Rd (OH),2023-09-07,2023-10-04,1124.11,2026-04-03T19:22:18.916361+00:00
525,112-0014,Cincinnati - Winton Rd (OH),2023-10-05,2023-11-01,933.3,2026-04-03T19:22:18.916361+00:00
526,112-0014,Cincinnati - Winton Rd (OH),2023-11-02,2023-11-29,758.75,2026-04-03T19:22:18.916361+00:00
527,112-0014,Cincinnati - Winton Rd (OH),2023-11-30,2023-12-27,762.64,2026-04-03T19:22:18.916361+00:00
528,112-0014,Cincinnati - Winton Rd (OH),2023-12-28,2024-01-24,619.69,2026-04-03T19:22:18.916361+00:00
529,112-0014,Cincinnati - Winton Rd (OH),2024-01-25,2024-02-21,1854.4,2026-04-03T19:22:18.916361+00:00
530,112-0014,Cincinnati - Winton Rd (OH),2024-02-22,2024-03-20,865.1,2026-04-03T19:22:18.916361+00:00
531,112-0014,Cincinnati - Winton Rd (OH),2024-03-21,2024-04-17,1050.75,2026-04-03T19:22:18.916361+00:00
532,112-0014,Cincinnati - Winton Rd (OH),2024-04-18,2024-05-15,3008.33,2026-04-03T19:22:18.916361+00:00
533,112-0014,Cincinnati - Winton Rd (OH),2024-05-16,2024-06-12,1856.2,2026-04-03T19:22:18.916361+00:00
534,112-0014,Cincinnati - Winton Rd (OH),2024-06-13,2024-07-10,820.25,2026-04-03T19:22:18.916361+00:00
535,112-0014,Cincinnati - Winton Rd (OH),2024-07-11,2024-08-07,2251.25,2026-04-03T19:22:18.916361+00:00
536,112-0014,Cincinnati - Winton Rd (OH),2024-08-08,2024-09-04,552.0,2026-04-03T19:22:18.916361+00:00
537,112-0014,Cincinnati - Winton Rd (OH),2024-09-05,2024-10-02,288.6,2026-04-03T19:22:18.916361+00:00
538,112-0014,Cincinnati - Winton Rd (OH),2024-10-03,2024-10-30,733.78,2026-04-03T19:22:18.916361+00:00
539,112-0014,Cincinnati - Winton Rd (OH),2024-10-31,2024-11-27,639.8,2026-04-03T19:22:18.916361+00:00
540,112-0014,Cincinnati - Winton Rd (OH),2024-11-28,2024-12-25,570.6,2026-04-03T19:22:18.916361+00:00
541,112-0014,Cincinnati - Winton Rd (OH),2024-12-26,2025-01-22,449.58,2026-04-03T19:22:18.916361+00:00
542,112-0014,Cincinnati - Winton Rd (OH),2025-01-23,2025-02-19,763.88,2026-04-03T19:22:18.916361+00:00
543,112-0014,Cincinnati - Winton Rd (OH),2025-02-20,2025-03-19,403.79,2026-04-03T19:22:18.916361+00:00
544,112-0014,Cincinnati - Winton Rd (OH),2025-03-20,2025-04-16,416.56,2026-04-03T19:22:18.916361+00:00
545,112-0014,Cincinnati - Winton Rd (OH),2025-04-17,2025-05-14,288.4,2026-04-03T19:22:18.916361+00:00
546,112-0014,Cincinnati - Winton Rd (OH),2025-05-15,2025-06-11,745.7,2026-04-03T19:22:18.916361+00:00
547,112-0014,Cincinnati - Winton Rd (OH),2025-06-12,2025-07-09,465.73,2026-04-03T19:22:18.916361+00:00
548,112-0014,Cincinnati - Winton Rd (OH),2025-07-10,2025-08-06,506.43,2026-04-03T19:22:18.916361+00:00
549,112-0014,Cincinnati - Winton Rd (OH),2025-08-07,2025-09-03,286.0,2026-04-03T19:22:18.916361+00:00
550,112-0014,Cincinnati - Winton Rd (OH),2025-09-04,2025-10-01,353.53,2026-04-03T19:22:18.916361+00:00
551,112-0014,Cincinnati - Winton Rd (OH),2025-10-02,2025-10-29,323.33,2026-04-03T19:22:18.916361+00:00
552,112-0014,Cincinnati - Winton Rd (OH),2025-10-30,2025-11-26,661.78,2026-04-03T19:22:18.916361+00:00
553,112-0014,Cincinnati - Winton Rd (OH),2025-11-27,2025-12-31,1265.8,2026-04-03T19:22:18.916361+00:00
554,112-0014,Cincinnati - Winton Rd (OH),2026-01-01,2026-01-28,1812.33,2026-04-03T19:22:18.916361+00:00
555,112-0014,Cincinnati - Winton Rd (OH),2026-01-29,2026-02-25,1100.0,2026-04-03T19:22:18.916361+00:00
556,112-0014,Cincinnati - Winton Rd (OH),2026-02-26,2026-03-25,378.75,2026-04-03T19:22:18.916361+00:00
557,112-0014,Cincinnati - Winton Rd (OH),2026-03-26,2026-04-22,2155.0,2026-04-03T19:22:18.916361+00:00
558,112-0015,Centerville (OH),2022-12-29,2023-01-25,2142.63,2026-04-03T19:22:18.916361+00:00
559,112-0015,Centerville (OH),2023-01-26,2023-02-22,4510.25,2026-04-03T19:22:18.916361+00:00
560,112-0015,Centerville (OH),2023-02-23,2023-03-22,2663.57,2026-04-03T19:22:18.916361+00:00
561,112-0015,Centerville (OH),2023-03-23,2023-04-19,9609.5,2026-04-03T19:22:18.916361+00:00
562,112-0015,Centerville (OH),2023-04-20,2023-05-17,2220.56,2026-04-03T19:22:18.916361+00:00
563,112-0015,Centerville (OH),2023-05-18,2023-06-14,1253.38,2026-04-03T19:22:18.916361+00:00
564,112-0015,Centerville (OH),2023-06-15,2023-07-12,2819.0,2026-04-03T19:22:18.916361+00:00
565,112-0015,Centerville (OH),2023-07-13,2023-08-09,2540.25,2026-04-03T19:22:18.916361+00:00
566,112-0015,Centerville (OH),2023-08-10,2023-09-06,1364.4,2026-04-03T19:22:18.916361+00:00
567,112-0015,Centerville (OH),2023-09-07,2023-10-04,6342.33,2026-04-03T19:22:18.916361+00:00
568,112-0015,Centerville (OH),2023-10-05,2023-11-01,3066.0,2026-04-03T19:22:18.916361+00:00
569,112-0015,Centerville (OH),2023-11-02,2023-11-29,8851.0,2026-04-03T19:22:18.916361+00:00
570,112-0015,Centerville (OH),2023-11-30,2023-12-27,2506.14,2026-04-03T19:22:18.916361+00:00
571,112-0015,Centerville (OH),2023-12-28,2024-01-24,1901.13,2026-04-03T19:22:18.916361+00:00
572,112-0015,Centerville (OH),2024-01-25,2024-02-21,2378.71,2026-04-03T19:22:18.916361+00:00
573,112-0015,Centerville (OH),2024-02-22,2024-03-20,1455.25,2026-04-03T19:22:18.916361+00:00
574,112-0015,Centerville (OH),2024-03-21,2024-04-17,1268.86,2026-04-03T19:22:18.916361+00:00
575,112-0015,Centerville (OH),2024-04-18,2024-05-15,1631.64,2026-04-03T19:22:18.916361+00:00
576,112-0015,Centerville (OH),2024-05-16,2024-06-12,3089.5,2026-04-03T19:22:18.916361+00:00
577,112-0015,Centerville (OH),2024-06-13,2024-07-10,2015.33,2026-04-03T19:22:18.916361+00:00
578,112-0015,Centerville (OH),2024-07-11,2024-08-07,1442.17,2026-04-03T19:22:18.916361+00:00
579,112-0015,Centerville (OH),2024-08-08,2024-09-04,1374.33,2026-04-03T19:22:18.916361+00:00
580,112-0015,Centerville (OH),2024-09-05,2024-10-02,1560.45,2026-04-03T19:22:18.916361+00:00
581,112-0015,Centerville (OH),2024-10-03,2024-10-30,3712.25,2026-04-03T19:22:18.916361+00:00
582,112-0015,Centerville (OH),2024-10-31,2024-11-27,2062.71,2026-04-03T19:22:18.916361+00:00
583,112-0015,Centerville (OH),2024-11-28,2024-12-25,1463.0,2026-04-03T19:22:18.916361+00:00
584,112-0015,Centerville (OH),2024-12-26,2025-01-22,1499.56,2026-04-03T19:22:18.916361+00:00
585,112-0015,Centerville (OH),2025-01-23,2025-02-19,1418.0,2026-04-03T19:22:18.916361+00:00
586,112-0015,Centerville (OH),2025-02-20,2025-03-19,866.67,2026-04-03T19:22:18.916361+00:00
587,112-0015,Centerville (OH),2025-03-20,2025-04-16,1059.8,2026-04-03T19:22:18.916361+00:00
588,112-0015,Centerville (OH),2025-04-17,2025-05-14,701.26,2026-04-03T19:22:18.916361+00:00
589,112-0015,Centerville (OH),2025-05-15,2025-06-11,385.45,2026-04-03T19:22:18.916361+00:00
590,112-0015,Centerville (OH),2025-06-12,2025-07-09,890.65,2026-04-03T19:22:18.916361+00:00
591,112-0015,Centerville (OH),2025-07-10,2025-08-06,762.74,2026-04-03T19:22:18.916361+00:00
592,112-0015,Centerville (OH),2025-08-07,2025-09-03,574.38,2026-04-03T19:22:18.916361+00:00
593,112-0015,Centerville (OH),2025-09-04,2025-10-01,802.88,2026-04-03T19:22:18.916361+00:00
594,112-0015,Centerville (OH),2025-10-02,2025-10-29,2140.5,2026-04-03T19:22:18.916361+00:00
595,112-0015,Centerville (OH),2025-10-30,2025-11-26,1325.5,2026-04-03T19:22:18.916361+00:00
596,112-0015,Centerville (OH),2025-11-27,2025-12-31,901.29,2026-04-03T19:22:18.916361+00:00
597,112-0015,Centerville (OH),2026-01-01,2026-01-28,1005.83,2026-04-03T19:22:18.916361+00:00
598,112-0015,Centerville (OH),2026-01-29,2026-02-25,2021.71,2026-04-03T19:22:18.916361+00:00
599,112-0015,Centerville (OH),2026-02-26,2026-03-25,853.67,2026-04-03T19:22:18.916361+00:00
600,112-0015,Centerville (OH),2026-03-26,2026-04-22,1140.5,2026-04-03T19:22:18.916361+00:00
601,112-0016,Cincinnati - Red Bank Rd (OH),2022-12-29,2023-01-25,794.54,2026-04-03T19:22:18.916361+00:00
602,112-0016,Cincinnati - Red Bank Rd (OH),2023-01-26,2023-02-22,1330.88,2026-04-03T19:22:18.916361+00:00
603,112-0016,Cincinnati - Red Bank Rd (OH),2023-02-23,2023-03-22,1108.1,2026-04-03T19:22:18.916361+00:00
604,112-0016,Cincinnati - Red Bank Rd (OH),2023-03-23,2023-04-19,2719.75,2026-04-03T19:22:18.916361+00:00
605,112-0016,Cincinnati - Red Bank Rd (OH),2023-04-20,2023-05-17,764.53,2026-04-03T19:22:18.916361+00:00
606,112-0016,Cincinnati - Red Bank Rd (OH),2023-05-18,2023-06-14,624.94,2026-04-03T19:22:18.916361+00:00
607,112-0016,Cincinnati - Red Bank Rd (OH),2023-06-15,2023-07-12,2739.5,2026-04-03T19:22:18.916361+00:00
608,112-0016,Cincinnati - Red Bank Rd (OH),2023-07-13,2023-08-09,1442.75,2026-04-03T19:22:18.916361+00:00
609,112-0016,Cincinnati - Red Bank Rd (OH),2023-08-10,2023-09-06,1503.14,2026-04-03T19:22:18.916361+00:00
610,112-0016,Cincinnati - Red Bank Rd (OH),2023-09-07,2023-10-04,1915.8,2026-04-03T19:22:18.916361+00:00
611,112-0016,Cincinnati - Red Bank Rd (OH),2023-10-05,2023-11-01,1657.6,2026-04-03T19:22:18.916361+00:00
612,112-0016,Cincinnati - Red Bank Rd (OH),2023-11-02,2023-11-29,648.31,2026-04-03T19:22:18.916361+00:00
613,112-0016,Cincinnati - Red Bank Rd (OH),2023-11-30,2023-12-27,2330.75,2026-04-03T19:22:18.916361+00:00
614,112-0016,Cincinnati - Red Bank Rd (OH),2023-12-28,2024-01-24,1154.86,2026-04-03T19:22:18.916361+00:00
615,112-0016,Cincinnati - Red Bank Rd (OH),2024-01-25,2024-02-21,2987.33,2026-04-03T19:22:18.916361+00:00
616,112-0016,Cincinnati - Red Bank Rd (OH),2024-02-22,2024-03-20,1529.5,2026-04-03T19:22:18.916361+00:00
617,112-0016,Cincinnati - Red Bank Rd (OH),2024-03-21,2024-04-17,1087.44,2026-04-03T19:22:18.916361+00:00
618,112-0016,Cincinnati - Red Bank Rd (OH),2024-04-18,2024-05-15,834.33,2026-04-03T19:22:18.916361+00:00
619,112-0016,Cincinnati - Red Bank Rd (OH),2024-05-16,2024-06-12,702.43,2026-04-03T19:22:18.916361+00:00
620,112-0016,Cincinnati - Red Bank Rd (OH),2024-06-13,2024-07-10,621.07,2026-04-03T19:22:18.916361+00:00
621,112-0016,Cincinnati - Red Bank Rd (OH),2024-07-11,2024-08-07,646.23,2026-04-03T19:22:18.916361+00:00
622,112-0016,Cincinnati - Red Bank Rd (OH),2024-08-08,2024-09-04,1201.71,2026-04-03T19:22:18.916361+00:00
623,112-0016,Cincinnati - Red Bank Rd (OH),2024-09-05,2024-10-02,590.64,2026-04-03T19:22:18.916361+00:00
624,112-0016,Cincinnati - Red Bank Rd (OH),2024-10-03,2024-10-30,1002.63,2026-04-03T19:22:18.916361+00:00
625,112-0016,Cincinnati - Red Bank Rd (OH),2024-10-31,2024-11-27,3875.5,2026-04-03T19:22:18.916361+00:00
626,112-0016,Cincinnati - Red Bank Rd (OH),2024-11-28,2024-12-25,3645.0,2026-04-03T19:22:18.916361+00:00
627,112-0016,Cincinnati - Red Bank Rd (OH),2024-12-26,2025-01-22,546.75,2026-04-03T19:22:18.916361+00:00
628,112-0016,Cincinnati - Red Bank Rd (OH),2025-01-23,2025-02-19,919.88,2026-04-03T19:22:18.916361+00:00
629,112-0016,Cincinnati - Red Bank Rd (OH),2025-02-20,2025-03-19,300.48,2026-04-03T19:22:18.916361+00:00
630,112-0016,Cincinnati - Red Bank Rd (OH),2025-03-20,2025-04-16,983.89,2026-04-03T19:22:18.916361+00:00
631,112-0016,Cincinnati - Red Bank Rd (OH),2025-04-17,2025-05-14,613.86,2026-04-03T19:22:18.916361+00:00
632,112-0016,Cincinnati - Red Bank Rd (OH),2025-05-15,2025-06-11,530.81,2026-04-03T19:22:18.916361+00:00
633,112-0016,Cincinnati - Red Bank Rd (OH),2025-06-12,2025-07-09,387.68,2026-04-03T19:22:18.916361+00:00
634,112-0016,Cincinnati - Red Bank Rd (OH),2025-07-10,2025-08-06,357.91,2026-04-03T19:22:18.916361+00:00
635,112-0016,Cincinnati - Red Bank Rd (OH),2025-08-07,2025-09-03,219.58,2026-04-03T19:22:18.916361+00:00
636,112-0016,Cincinnati - Red Bank Rd (OH),2025-09-04,2025-10-01,157.05,2026-04-03T19:22:18.916361+00:00
637,112-0016,Cincinnati - Red Bank Rd (OH),2025-10-02,2025-10-29,513.54,2026-04-03T19:22:18.916361+00:00
638,112-0016,Cincinnati - Red Bank Rd (OH),2025-10-30,2025-11-26,700.44,2026-04-03T19:22:18.916361+00:00
639,112-0016,Cincinnati - Red Bank Rd (OH),2025-11-27,2025-12-31,1454.4,2026-04-03T19:22:18.916361+00:00
640,112-0016,Cincinnati - Red Bank Rd (OH),2026-01-01,2026-01-28,900.0,2026-04-03T19:22:18.916361+00:00
641,112-0016,Cincinnati - Red Bank Rd (OH),2026-01-29,2026-02-25,631.83,2026-04-03T19:22:18.916361+00:00
642,112-0016,Cincinnati - Red Bank Rd (OH),2026-02-26,2026-03-25,1330.33,2026-04-03T19:22:18.916361+00:00
643,112-0016,Cincinnati - Red Bank Rd (OH),2026-03-26,2026-04-22,593.25,2026-04-03T19:22:18.916361+00:00
644,112-0017,West Chester (OH),2022-12-29,2023-01-25,1078.42,2026-04-03T19:22:18.916361+00:00
645,112-0017,West Chester (OH),2023-01-26,2023-02-22,1272.0,2026-04-03T19:22:18.916361+00:00
646,112-0017,West Chester (OH),2023-02-23,2023-03-22,1721.6,2026-04-03T19:22:18.916361+00:00
647,112-0017,West Chester (OH),2023-03-23,2023-04-19,3597.2,2026-04-03T19:22:18.916361+00:00
648,112-0017,West Chester (OH),2023-04-20,2023-05-17,1931.33,2026-04-03T19:22:18.916361+00:00
649,112-0017,West Chester (OH),2023-05-18,2023-06-14,2135.0,2026-04-03T19:22:18.916361+00:00
650,112-0017,West Chester (OH),2023-06-15,2023-07-12,2799.0,2026-04-03T19:22:18.916361+00:00
651,112-0017,West Chester (OH),2023-07-13,2023-08-09,2798.5,2026-04-03T19:22:18.916361+00:00
652,112-0017,West Chester (OH),2023-08-10,2023-09-06,7892.0,2026-04-03T19:22:18.916361+00:00
653,112-0017,West Chester (OH),2023-09-07,2023-10-04,14329.0,2026-04-03T19:22:18.916361+00:00
654,112-0017,West Chester (OH),2023-10-05,2023-11-01,14898.0,2026-04-03T19:22:18.916361+00:00
655,112-0017,West Chester (OH),2023-11-02,2023-11-29,5554.33,2026-04-03T19:22:18.916361+00:00
656,112-0017,West Chester (OH),2023-11-30,2023-12-27,1621.92,2026-04-03T19:22:18.916361+00:00
657,112-0017,West Chester (OH),2023-12-28,2024-01-24,2901.2,2026-04-03T19:22:18.916361+00:00
658,112-0017,West Chester (OH),2024-01-25,2024-02-21,7710.5,2026-04-03T19:22:18.916361+00:00
659,112-0017,West Chester (OH),2024-02-22,2024-03-20,1916.38,2026-04-03T19:22:18.916361+00:00
660,112-0017,West Chester (OH),2024-03-21,2024-04-17,3667.0,2026-04-03T19:22:18.916361+00:00
661,112-0017,West Chester (OH),2024-04-18,2024-05-15,2061.71,2026-04-03T19:22:18.916361+00:00
662,112-0017,West Chester (OH),2024-05-16,2024-06-12,1313.25,2026-04-03T19:22:18.916361+00:00
663,112-0017,West Chester (OH),2024-06-13,2024-07-10,1984.0,2026-04-03T19:22:18.916361+00:00
664,112-0017,West Chester (OH),2024-07-11,2024-08-07,1342.6,2026-04-03T19:22:18.916361+00:00
665,112-0017,West Chester (OH),2024-08-08,2024-09-04,2391.4,2026-04-03T19:22:18.916361+00:00
666,112-0017,West Chester (OH),2024-09-05,2024-10-02,1342.75,2026-04-03T19:22:18.916361+00:00
667,112-0017,West Chester (OH),2024-10-03,2024-10-30,1541.43,2026-04-03T19:22:18.916361+00:00
668,112-0017,West Chester (OH),2024-10-31,2024-11-27,1858.5,2026-04-03T19:22:18.916361+00:00
669,112-0017,West Chester (OH),2024-11-28,2024-12-25,888.0,2026-04-03T19:22:18.916361+00:00
670,112-0017,West Chester (OH),2024-12-26,2025-01-22,599.88,2026-04-03T19:22:18.916361+00:00
671,112-0017,West Chester (OH),2025-01-23,2025-02-19,1267.0,2026-04-03T19:22:18.916361+00:00
672,112-0017,West Chester (OH),2025-02-20,2025-03-19,418.48,2026-04-03T19:22:18.916361+00:00
673,112-0017,West Chester (OH),2025-03-20,2025-04-16,677.29,2026-04-03T19:22:18.916361+00:00
674,112-0017,West Chester (OH),2025-04-17,2025-05-14,855.15,2026-04-03T19:22:18.916361+00:00
675,112-0017,West Chester (OH),2025-05-15,2025-06-11,748.87,2026-04-03T19:22:18.916361+00:00
676,112-0017,West Chester (OH),2025-06-12,2025-07-09,1826.0,2026-04-03T19:22:18.916361+00:00
677,112-0017,West Chester (OH),2025-07-10,2025-08-06,598.05,2026-04-03T19:22:18.916361+00:00
678,112-0017,West Chester (OH),2025-08-07,2025-09-03,1282.0,2026-04-03T19:22:18.916361+00:00
679,112-0017,West Chester (OH),2025-09-04,2025-10-01,823.45,2026-04-03T19:22:18.916361+00:00
680,112-0017,West Chester (OH),2025-10-02,2025-10-29,744.25,2026-04-03T19:22:18.916361+00:00
681,112-0017,West Chester (OH),2025-10-30,2025-11-26,458.7,2026-04-03T19:22:18.916361+00:00
682,112-0017,West Chester (OH),2025-11-27,2025-12-31,398.9,2026-04-03T19:22:18.916361+00:00
683,112-0017,West Chester (OH),2026-01-01,2026-01-28,267.97,2026-04-03T19:22:18.916361+00:00
684,112-0017,West Chester (OH),2026-01-29,2026-02-25,1479.57,2026-04-03T19:22:18.916361+00:00
685,112-0017,West Chester (OH),2026-02-26,2026-03-25,1082.3,2026-04-03T19:22:18.916361+00:00
686,112-0017,West Chester (OH),2026-03-26,2026-04-22,3089.0,2026-04-03T19:22:18.916361+00:00
687,112-0018,Harrison (OH),2022-12-29,2023-01-25,5746.0,2026-04-03T19:22:18.916361+00:00
688,112-0018,Harrison (OH),2023-01-26,2023-02-22,2434.0,2026-04-03T19:22:18.916361+00:00
689,112-0018,Harrison (OH),2023-02-23,2023-03-22,2068.67,2026-04-03T19:22:18.916361+00:00
690,112-0018,Harrison (OH),2023-03-23,2023-04-19,2229.83,2026-04-03T19:22:18.916361+00:00
691,112-0018,Harrison (OH),2023-04-20,2023-05-17,3347.25,2026-04-03T19:22:18.916361+00:00
692,112-0018,Harrison (OH),2023-05-18,2023-06-14,1426.7,2026-04-03T19:22:18.916361+00:00
693,112-0018,Harrison (OH),2023-06-15,2023-07-12,2001.71,2026-04-03T19:22:18.916361+00:00
694,112-0018,Harrison (OH),2023-07-13,2023-08-09,4622.67,2026-04-03T19:22:18.916361+00:00
695,112-0018,Harrison (OH),2023-08-10,2023-09-06,752.93,2026-04-03T19:22:18.916361+00:00
696,112-0018,Harrison (OH),2023-09-07,2023-10-04,1377.38,2026-04-03T19:22:18.916361+00:00
697,112-0018,Harrison (OH),2023-10-05,2023-11-01,1132.4,2026-04-03T19:22:18.916361+00:00
698,112-0018,Harrison (OH),2023-11-02,2023-11-29,948.18,2026-04-03T19:22:18.916361+00:00
699,112-0018,Harrison (OH),2023-11-30,2023-12-27,718.85,2026-04-03T19:22:18.916361+00:00
700,112-0018,Harrison (OH),2023-12-28,2024-01-24,1760.0,2026-04-03T19:22:18.916361+00:00
701,112-0018,Harrison (OH),2024-01-25,2024-02-21,877.27,2026-04-03T19:22:18.916361+00:00
702,112-0018,Harrison (OH),2024-02-22,2024-03-20,1287.13,2026-04-03T19:22:18.916361+00:00
703,112-0018,Harrison (OH),2024-03-21,2024-04-17,989.75,2026-04-03T19:22:18.916361+00:00
704,112-0018,Harrison (OH),2024-04-18,2024-05-15,977.0,2026-04-03T19:22:18.916361+00:00
705,112-0018,Harrison (OH),2024-05-16,2024-06-12,772.47,2026-04-03T19:22:18.916361+00:00
706,112-0018,Harrison (OH),2024-06-13,2024-07-10,1132.6,2026-04-03T19:22:18.916361+00:00
707,112-0018,Harrison (OH),2024-07-11,2024-08-07,727.67,2026-04-03T19:22:18.916361+00:00
708,112-0018,Harrison (OH),2024-08-08,2024-09-04,425.24,2026-04-03T19:22:18.916361+00:00
709,112-0018,Harrison (OH),2024-09-05,2024-10-02,516.65,2026-04-03T19:22:18.916361+00:00
710,112-0018,Harrison (OH),2024-10-03,2024-10-30,1631.0,2026-04-03T19:22:18.916361+00:00
711,112-0018,Harrison (OH),2024-10-31,2024-11-27,1240.29,2026-04-03T19:22:18.916361+00:00
712,112-0018,Harrison (OH),2024-11-28,2024-12-25,1172.57,2026-04-03T19:22:18.916361+00:00
713,112-0018,Harrison (OH),2024-12-26,2025-01-22,1045.13,2026-04-03T19:22:18.916361+00:00
714,112-0018,Harrison (OH),2025-01-23,2025-02-19,820.5,2026-04-03T19:22:18.916361+00:00
715,112-0018,Harrison (OH),2025-02-20,2025-03-19,953.4,2026-04-03T19:22:18.916361+00:00
716,112-0018,Harrison (OH),2025-03-20,2025-04-16,781.31,2026-04-03T19:22:18.916361+00:00
717,112-0018,Harrison (OH),2025-04-17,2025-05-14,835.92,2026-04-03T19:22:18.916361+00:00
718,112-0018,Harrison (OH),2025-05-15,2025-06-11,1224.33,2026-04-03T19:22:18.916361+00:00
719,112-0018,Harrison (OH),2025-06-12,2025-07-09,1224.67,2026-04-03T19:22:18.916361+00:00
720,112-0018,Harrison (OH),2025-07-10,2025-08-06,1824.33,2026-04-03T19:22:18.916361+00:00
721,112-0018,Harrison (OH),2025-08-07,2025-09-03,867.64,2026-04-03T19:22:18.916361+00:00
722,112-0018,Harrison (OH),2025-09-04,2025-10-01,1068.22,2026-04-03T19:22:18.916361+00:00
723,112-0018,Harrison (OH),2025-10-02,2025-10-29,1691.17,2026-04-03T19:22:18.916361+00:00
724,112-0018,Harrison (OH),2025-10-30,2025-11-26,4654.0,2026-04-03T19:22:18.916361+00:00
725,112-0018,Harrison (OH),2025-11-27,2025-12-31,1122.89,2026-04-03T19:22:18.916361+00:00
726,112-0018,Harrison (OH),2026-01-01,2026-01-28,761.0,2026-04-03T19:22:18.916361+00:00
727,112-0018,Harrison (OH),2026-01-29,2026-02-25,2169.0,2026-04-03T19:22:18.916361+00:00
728,112-0018,Harrison (OH),2026-02-26,2026-03-25,2110.6,2026-04-03T19:22:18.916361+00:00
729,112-0018,Harrison (OH),2026-03-26,2026-04-22,1642.5,2026-04-03T19:22:18.916361+00:00
730,112-0019,Streetsboro (OH),2022-12-29,2023-01-25,7429.0,2026-04-03T19:22:18.916361+00:00
731,112-0019,Streetsboro (OH),2023-01-26,2023-02-22,1808.75,2026-04-03T19:22:18.916361+00:00
732,112-0019,Streetsboro (OH),2023-02-23,2023-03-22,1196.0,2026-04-03T19:22:18.916361+00:00
733,112-0019,Streetsboro (OH),2023-03-23,2023-04-19,1923.5,2026-04-03T19:22:18.916361+00:00
734,112-0019,Streetsboro (OH),2023-04-20,2023-05-17,869.8,2026-04-03T19:22:18.916361+00:00
735,112-0019,Streetsboro (OH),2023-05-18,2023-06-14,2743.33,2026-04-03T19:22:18.916361+00:00
736,112-0019,Streetsboro (OH),2023-06-15,2023-07-12,1657.8,2026-04-03T19:22:18.916361+00:00
737,112-0019,Streetsboro (OH),2023-07-13,2023-08-09,2731.67,2026-04-03T19:22:18.916361+00:00
738,112-0019,Streetsboro (OH),2023-08-10,2023-09-06,763.27,2026-04-03T19:22:18.916361+00:00
739,112-0019,Streetsboro (OH),2023-09-07,2023-10-04,1212.67,2026-04-03T19:22:18.916361+00:00
740,112-0019,Streetsboro (OH),2023-10-05,2023-11-01,1155.17,2026-04-03T19:22:18.916361+00:00
741,112-0019,Streetsboro (OH),2023-11-02,2023-11-29,1386.4,2026-04-03T19:22:18.916361+00:00
742,112-0019,Streetsboro (OH),2023-11-30,2023-12-27,1686.5,2026-04-03T19:22:18.916361+00:00
743,112-0019,Streetsboro (OH),2023-12-28,2024-01-24,1968.0,2026-04-03T19:22:18.916361+00:00
744,112-0019,Streetsboro (OH),2024-01-25,2024-02-21,3376.5,2026-04-03T19:22:18.916361+00:00
745,112-0019,Streetsboro (OH),2024-02-22,2024-03-20,2428.33,2026-04-03T19:22:18.916361+00:00
746,112-0019,Streetsboro (OH),2024-03-21,2024-04-17,1247.33,2026-04-03T19:22:18.916361+00:00
747,112-0019,Streetsboro (OH),2024-04-18,2024-05-15,3978.5,2026-04-03T19:22:18.916361+00:00
748,112-0019,Streetsboro (OH),2024-05-16,2024-06-12,1023.5,2026-04-03T19:22:18.916361+00:00
749,112-0019,Streetsboro (OH),2024-06-13,2024-07-10,2029.0,2026-04-03T19:22:18.916361+00:00
750,112-0019,Streetsboro (OH),2024-07-11,2024-08-07,1804.75,2026-04-03T19:22:18.916361+00:00
751,112-0019,Streetsboro (OH),2024-08-08,2024-09-04,1642.5,2026-04-03T19:22:18.916361+00:00
